Database,Keyword,Seed keyword,Page,Topic,Page type,Tags,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend,Click potential,Content references,Competitors
br,espinafre beneficios,,,,,,3600,22,0.01,0.04,0,Informational,"Short Videos, AI Overview, Video, Video Carousel, Related Searches","0.44,0.53,0.66,0.53,0.66,1.00,0.81,0.44,0.66,0.44,0.44,0.35",75,,
br,o que é amido de milho,,,,,,3600,16,0.09,0.26,10600000,Informational,"Short Videos, AI Overview, Image Pack, Video, Video Carousel, People Also Ask, Related Searches","0.81,0.81,0.81,0.81,0.81,1.00,0.81,0.81,0.81,0.65,0.81,1.00",90,,
br,o que é cranberry,,,,,,3600,14,0.02,0.41,0,Informational,"Site Links, Video, Video Carousel, Related Searches, Short Videos, AI Overview, Image Pack","0.66,0.53,0.66,0.66,0.66,0.66,0.53,0.66,0.66,0.66,1.00,0.66",20,,
br,para que serve o orégano,,,,,,3600,32,0.01,0.03,117,Informational,"Video Carousel, Related Searches, Short Videos, AI Overview, Video","0.81,0.81,1.00,0.81,1.00,0.81,0.81,0.81,0.65,0.54,0.65,0.54",90,,
br,ricota é queijo,,,,,,3600,26,0.12,0.07,5990000,Informational,"Related Searches, Short Videos, Knowledge Panel, Site Links, Video, Video Carousel, People Also Ask, Recipes, AI Overview","0.36,1.00,0.28,0.28,0.66,0.36,0.81,0.66,0.08,0.19,0.43,0.19",20,,
br,10 alimentos ricos em proteínas,,,,,,2900,21,0.03,0.09,0,Informational,"Image Pack, Video, Featured Snippet, Video Carousel, Related Searches","0.81,0.53,0.44,0.44,0.35,0.53,0.44,0.44,0.44,0.29,0.44,0.44",80,,
br,alimentos ricos em magnesio,,,,,,2900,15,0.01,0.25,99,Informational,"People Also Ask, Related Searches, AI Overview, Image Pack, Video, Video Carousel","0.66,0.36,0.36,0.54,0.54,0.43,0.28,0.43,0.43,1.00,0.24,0.36",90,,
br,amendoas beneficios,,,,,,2900,27,0.01,0.10,0,Informational,"Related Searches, AI Overview, Image Pack, Video","0.44,0.44,0.44,0.44,0.66,0.53,0.53,0.53,0.53,0.44,0.53,0.53",75,,
br,azeite de oliva quais os beneficios,,,,,,2900,19,0.04,0.04,0,Informational,"Site Links, Video, Video Carousel, Related Searches, Short Videos, AI Overview","0.65,0.81,0.81,0.54,0.54,0.43,0.81,1.00,0.81,0.81,0.65,0.81",20,,
br,benefícios do cuscuz,,,,,,2900,26,0.01,0.03,0,Informational,"Image Pack, Video, Related Searches, AI Overview","0.81,0.81,0.65,0.54,0.65,0.65,0.65,0.65,0.81,0.43,0.65,0.54",90,,
br,benefícios do espinafre,,,,,,2900,26,0.01,0.04,3120000,Informational,"Short Videos, AI Overview, Image Pack, Video, Video Carousel, People Also Ask, Related Searches","0.43,0.54,0.65,0.65,0.65,0.81,1.00,1.00,0.65,0.36,0.43,0.29",90,,
br,cardamomo para que serve,,,,,,2900,28,0.01,0.41,1900000,Informational,"Site Links, Video, Image, Video Carousel, Related Searches, Short Videos, AI Overview","0.54,0.81,0.65,0.81,0.65,0.65,0.81,1.00,0.81,0.65,0.65,0.54",20,,
br,cranberry o que é,,,,,,2900,16,0.03,0.43,0,Informational,"Image Pack, Video, Video Carousel, Related Searches, Short Videos, AI Overview","0.44,0.44,0.53,0.53,0.66,0.81,0.81,0.66,0.81,0.81,1.00,0.53",90,,
br,cream cheese o que é,,,,,,2900,21,0.01,0.09,0,Informational,"Video Carousel, Recipes, Related Searches, AI Overview, Image Pack, Site Links, Video","0.16,0.44,0.66,0.35,0.66,0.66,0.44,0.53,0.66,1.00,0.81,0.53",20,,
br,dieta mediterrânea cardápio,,,,,,2900,37,0.05,0.27,138,Informational,"Video, Related Searches, AI Overview, Image Pack","0.44,0.44,0.44,0.29,0.35,0.44,1.00,1.00,0.35,0.18,0.24,0.18",90,,
br,o que mirtilo,,,,,,2900,29,0.03,0.27,0,Informational,"Image Pack, Video, Video Carousel, Related Searches, See Results About, Short Videos, AI Overview","0.19,0.44,0.10,0.19,0.44,0.24,0.19,0.19,0.44,0.19,0.24,0.19",90,,
br,o que é arroz parboilizado,,,,,,2900,30,0.01,0.04,0,Informational,"Video, Related Searches, Short Videos, AI Overview","0.44,0.44,0.66,0.53,0.66,0.53,0.53,0.44,0.53,0.53,0.66,0.35",90,,
br,o que é toranja,,,,,,2900,30,0.00,0.00,0,Informational,"Short Videos, AI Overview, Image Pack, Site Links, Video, Image, Video Carousel, Related Searches","0.66,0.80,0.66,0.66,0.80,1.00,1.00,0.80,0.80,0.66,1.00,0.66",20,,
br,pescetariano,,,,,,2900,28,0.00,0.00,98,Informational,"Video, Related Searches, AI Overview, Image Pack","0.44,0.66,0.53,0.24,0.35,0.18,0.53,0.66,0.35,0.44,0.81,0.44",60,,
br,tahine o que é,,,,,,2900,23,0.02,0.60,0,Informational,"AI Overview, Video, Video Carousel, Recipes, Related Searches, Short Videos","0.80,0.80,0.80,0.52,0.80,0.80,0.80,0.80,0.80,0.80,1.00,0.66",90,,
br,acem é carne magra,,,,,,2400,30,0.00,0.00,0,Informational,"Image Pack, Video, Related Searches, Short Videos, AI Overview","0.80,0.66,0.66,0.66,0.66,0.66,0.52,0.66,0.66,0.52,1.00,0.66",90,,
br,alimentos alcalinos,,,,,,2400,23,0.01,0.05,141,Informational,"Video, Video Carousel, Related Searches, AI Overview","0.29,0.29,0.44,0.35,1.00,1.00,0.35,0.35,0.29,0.24,0.24,0.24",75,,
br,alimentos que contém magnésio,,,,,,2400,21,0.01,0.22,0,Informational,"Instant Answer, Video, Video Carousel, Related Searches, Short Videos, AI Overview","0.29,0.43,0.65,0.43,0.54,0.54,0.65,0.54,1.00,0.65,0.81,0.54",20,,
br,aveia em flocos beneficios,,,,,,2400,26,0.01,0.12,0,Informational,"Related Searches, AI Overview, Image Pack, Video","0.82,0.65,0.65,0.55,0.82,0.82,1.00,0.82,0.65,0.44,0.65,0.65",90,,
br,benefícios da abobrinha,,,,,,2400,31,0.01,0.01,3060000,Informational,"AI Overview, Image Pack, Video, Image, Video Carousel, People Also Ask, Related Searches, Short Videos","0.80,0.66,0.66,0.52,0.52,0.52,0.44,0.52,0.52,0.27,0.44,0.36",90,,
br,benefícios da cebola roxa,,,,,,2400,21,0.01,0.04,0,Informational,"Related Searches, Short Videos, AI Overview, Image Pack, Video, Image, Video Carousel","0.82,0.65,0.82,0.65,0.65,0.82,0.82,0.65,0.65,0.55,1.00,0.82",90,,
br,benefícios da gelatina,,,,,,2400,28,0.01,0.02,0,Informational,"AI Overview, Image Pack, Video, Image, Related Searches","0.81,0.65,0.29,0.22,0.36,0.36,0.43,0.65,0.43,0.22,0.54,0.54",90,,
br,benefícios do figado de boi,,,,,,2400,31,0.00,0.00,70600,Informational,"AI Overview, Image Pack, Video, Video Carousel, Related Searches, Short Videos","0.54,0.43,0.54,0.43,0.65,1.00,0.65,0.81,0.65,0.43,0.54,0.43",90,,
br,dieta low carb cardápio,,,,,,2400,11,0.05,0.59,10800000,Informational,"Related Searches, AI Overview, Image Pack, Video","0.44,0.29,0.29,0.23,0.23,0.23,0.23,0.19,0.16,0.07,0.29,0.19",90,,
br,dieta sem açúcar,,,,,,2400,16,0.04,0.30,43700000,Informational,"Image Pack, Video, Image, Video Carousel, Related Searches, AI Overview","0.29,0.23,0.19,0.16,0.19,0.23,0.23,0.23,0.23,0.10,0.29,0.19",90,,
br,feijão preto beneficios,,,,,,2400,21,0.01,0.04,0,Informational,"Image Pack, Video, Image, Video Carousel, Related Searches, Short Videos, AI Overview","0.52,0.52,0.66,0.66,0.66,1.00,0.52,0.66,0.52,0.36,0.52,0.44",90,,
br,isotonico o que é,,,,,,2400,26,0.08,0.29,0,Informational,"AI Overview, Site Links, Video, Related Searches, See Results About","0.65,0.36,0.43,0.36,0.43,0.81,0.54,0.65,0.65,0.65,0.65,0.65",20,,
br,mirtilo o que é,,,,,,2400,29,0.03,0.27,0,Informational,"Short Videos, AI Overview, Video, Video Carousel, Related Searches, See Results About","0.36,0.28,0.28,0.54,0.36,0.24,0.28,0.54,0.54,0.43,0.43,0.66",90,,
br,noz moscado para que serve,,,,,,2400,21,0.01,0.05,5060000,Informational,"Image, Video Carousel, Related Searches, AI Overview, Image Pack, Video","1.00,1.00,0.53,0.53,0.16,0.00,0.00,0.00,0.00,0.00,0.24,0.00",90,,
br,o que e cream cheese,,,,,,2400,30,0.01,0.09,0,Informational,"Video, Video Carousel, Recipes, Related Searches, Short Videos, AI Overview, Image Pack","0.65,0.81,1.00,0.54,0.20,0.36,0.54,0.54,0.29,0.22,0.22,0.22",90,,
br,o que e pistache,,,,,,2400,32,0.01,0.39,0,Informational,"Short Videos, AI Overview, Image Pack, Video, Video Carousel, Related Searches","0.05,0.16,0.04,0.03,0.03,0.05,0.03,0.04,0.10,0.05,0.03,0.03",90,,
br,o que é chouriço,,,,,,2400,30,0.00,0.00,0,Informational,"Image Pack, Video, Related Searches, See Results About, Short Videos, AI Overview","0.82,0.82,1.00,0.82,0.65,1.00,0.65,0.34,0.65,1.00,0.65,0.65",90,,
br,o que é granola,,,,,,2400,18,0.07,0.45,0,Informational,"Video, Video Carousel, Related Searches, AI Overview, Image Pack","0.80,0.66,0.66,0.52,0.66,0.66,0.80,1.00,0.80,0.66,0.80,0.52",90,,
br,o que é isotonico,,,,,,2400,26,0.08,0.29,0,Informational,"AI Overview, Image Pack, Video, Related Searches, See Results About, Short Videos","0.65,0.43,0.16,0.29,0.43,0.81,0.65,0.22,0.65,0.54,0.22,0.65",90,,
br,o que é natas,,,,,,2400,19,0.00,0.00,0,Informational,"Related Searches, Short Videos, AI Overview, Video, Video Carousel, Recipes","0.66,0.66,0.80,0.44,0.52,0.36,0.52,0.66,0.66,1.00,0.44,0.52",90,,
br,o que é o cream cheese,,,,,,2400,27,0.01,0.09,0,Informational,"Recipes, Related Searches, Short Videos, AI Overview, Image Pack, Site Links, Video, Video Carousel","1.00,0.81,0.65,0.36,0.13,0.22,0.43,0.81,0.13,0.29,0.54,0.29",20,,
br,o que é ricota,,,,,,2400,24,0.01,0.00,0,Informational,"Related Searches, Short Videos, AI Overview, Image Pack, Video, Video Carousel, Recipes","0.80,1.00,0.66,0.66,0.66,0.66,0.52,0.66,0.52,0.52,0.80,0.66",90,,
br,agua tonica faz bem,,,,,,1900,39,0.01,0.04,0,Informational,"Image Pack, Video, Featured Snippet, Image, Video Carousel, Related Searches","0.66,0.44,0.36,0.36,0.36,0.44,0.44,0.52,0.52,0.52,0.52,0.44",80,,
br,agua tonica para que serve,,,,,,1900,30,0.01,0.04,0,Informational,"AI Overview, Image Pack, Video, Video Carousel, Related Searches, Short Videos","0.65,0.43,0.36,0.36,0.43,0.29,0.29,0.43,0.36,0.43,0.43,0.29",90,,
br,amido de milho o que é,,,,,,1900,10,0.09,0.26,0,Informational,"Site Links, Video, Related Searches, Short Videos, AI Overview","0.22,0.43,0.22,0.43,0.13,0.54,0.81,0.43,0.22,0.29,0.36,0.43",20,,
br,arroz parboilizado o que é,,,,,,1900,33,0.01,0.11,0,Informational,"Image Pack, Video, Video Carousel, Related Searches, Short Videos, AI Overview","0.80,0.66,0.10,0.27,0.80,0.52,0.52,0.27,0.66,0.66,0.52,0.52",90,,
br,beneficios aveia flocos,,,,,,1900,23,0.01,0.12,0,Informational,"Video, Video Carousel, Related Searches, AI Overview","0.80,0.52,0.36,0.44,0.24,0.36,0.36,0.20,0.44,0.27,0.27,0.27",90,,
br,beneficios da abobrinha,,,,,,1900,23,0.01,0.01,0,Informational,"Video Carousel, Related Searches, Short Videos, AI Overview, Image Pack, Video","0.82,0.55,0.82,0.44,0.44,0.65,0.55,0.82,0.44,0.44,0.65,0.55",90,,
br,beneficios da aveia em flocos,,,,,,1900,24,0.01,0.12,0,Informational,"Related Searches, Short Videos, AI Overview, Video, Video Carousel","0.79,0.79,0.79,0.66,0.66,0.79,0.79,0.66,0.66,0.41,0.79,0.66",90,,
br,beneficios da gelatina,,,,,,1900,25,0.01,0.02,0,Informational,"Video, Image, Related Searches, AI Overview","0.80,0.27,0.27,0.36,0.52,0.44,0.66,0.08,0.52,0.24,0.52,0.52",90,,
br,beneficios do figado de boi,,,,,,1900,30,0.00,0.00,12500,Informational,"Image Pack, Video, Video Carousel, People Also Ask, Related Searches, AI Overview","0.43,0.02,0.43,0.43,0.65,1.00,0.54,0.07,0.54,0.43,0.54,0.43",90,,
br,benefícios do repolho roxo,,,,,,1900,28,0.01,0.00,0,Informational,"Video, Video Carousel, Related Searches, Short Videos, AI Overview, Image Pack","0.44,0.44,0.44,0.27,0.52,0.44,0.66,0.66,0.66,0.27,0.80,0.52",90,,
br,cardapio jejum intermitente,,,,,,1900,22,0.08,0.28,0,Informational,"Image, Related Searches, AI Overview, Image Pack, Video","0.19,0.16,0.16,0.16,0.19,0.19,0.24,0.13,0.16,0.19,0.36,0.16",90,,
br,dieta carnívora,,,,,,1900,25,0.05,0.12,1930000,Informational,"Video, Image, Video Carousel, Related Searches, AI Overview, Image Pack","0.43,0.22,0.29,0.29,0.29,0.43,0.43,0.54,0.54,0.16,0.65,0.16",75,,
br,dieta sem carboidrato,,,,,,1900,24,0.05,0.48,0,Informational,"Image Pack, Video, Video Carousel, Related Searches, AI Overview","0.29,0.43,0.36,0.22,0.54,0.54,0.65,0.54,0.36,0.36,0.65,0.43",90,,
br,o que e toranja,,,,,,1900,36,0.00,0.00,1150000,Informational,"AI Overview, Image Pack, Site Links, Video, Image, Related Searches, Short Videos","0.44,0.82,0.65,0.65,0.65,1.00,0.30,0.55,0.82,0.82,1.00,0.55",20,,
br,nabo é fruta,,,,,,1900,21,0.00,0.00,2560000,Informational,"Video, Image, Video Carousel, Related Searches, AI Overview, Image Pack","0.65,0.65,0.65,0.65,0.65,0.65,0.55,0.65,0.55,0.65,0.65,0.55",90,,
br,o que é agua tonica,,,,,,1900,32,0.01,0.03,0,Informational,"Related Searches, Short Videos, Video, Featured Snippet, Image, Video Carousel","0.52,0.52,0.52,0.36,0.44,0.36,0.52,1.00,0.52,0.66,0.66,0.66",80,,
br,o que é alcachofra,,,,,,1900,21,0.01,0.20,0,Informational,"Video, Image, Video Carousel, Related Searches, Short Videos, AI Overview, Image Pack, Site Links","0.36,0.52,1.00,0.52,0.66,0.52,0.66,0.66,0.52,0.44,0.44,0.44",20,,
br,o que é isotônico,,,,,,1900,25,0.08,0.29,0,Informational,"Image Pack, Video, Image, Related Searches, See Results About, Short Videos, AI Overview","0.52,0.52,0.44,0.36,0.36,0.66,0.52,1.00,0.44,0.52,0.80,0.66",90,,
br,o que é lombo,,,,,,1900,29,0.22,0.00,0,Informational,"Image Pack, Video, Image, Video Carousel, Related Searches, AI Overview","0.55,0.65,0.65,0.82,0.65,1.00,0.65,0.82,0.65,0.55,0.65,0.24",90,,
br,o que é nata,,,,,,1900,26,0.00,0.00,0,Informational,"Short Videos, AI Overview, Image Pack, Video, Video Carousel, Related Searches","0.52,0.44,0.66,0.52,0.44,0.52,0.52,0.44,0.44,1.00,0.44,0.36",90,,
br,o que é o amido de milho,,,,,,1900,19,0.09,0.26,0,Informational,"Video Carousel, Related Searches, Short Videos, AI Overview, Image Pack, Video","0.80,0.66,0.52,0.44,0.13,0.44,0.66,0.80,0.27,0.36,0.52,0.52",90,,
br,o que é o inhame,,,,,,1900,32,0.01,0.00,0,Informational,"Short Videos, AI Overview, Video, Image, Video Carousel, Related Searches","0.65,0.81,0.54,0.36,0.08,0.36,0.36,0.29,0.54,0.54,0.22,0.16",90,,
br,o que é tahine,,,,,,1900,30,0.03,0.54,646000,Informational,"Video Carousel, People Also Ask, Recipes, Related Searches, Short Videos, AI Overview, Video","0.79,0.66,1.00,0.66,1.00,1.00,0.79,0.79,0.66,0.54,0.79,0.54",90,,
br,para que serve água tônica,,,,,,1900,33,0.01,0.03,120,Informational,"Video, Image, Video Carousel, Related Searches, Short Videos, AI Overview, Image Pack","0.43,0.29,0.36,0.29,0.36,0.43,0.22,0.65,0.81,0.81,1.00,0.65",90,,
br,pepino beneficios,,,,,,1900,36,0.01,0.02,0,Informational,"Video Carousel, Related Searches, AI Overview, Image Pack, Video, Image","0.28,0.24,0.19,0.43,0.13,0.19,0.28,0.24,0.28,0.28,0.28,0.36",75,,
br,quais são as frutas vermelhas,,,,,,1900,24,0.06,0.02,0,Informational,"AI Overview, Image Pack, Video, Related Searches","0.65,0.55,0.65,0.34,0.55,0.65,0.44,0.65,0.82,1.00,0.55,0.55",90,,
br,quinoa beneficios,,,,,,1900,39,0.01,0.12,0,Informational,"Short Videos, AI Overview, Image Pack, Video, Video Carousel, Related Searches","0.03,0.02,0.43,0.43,0.65,0.43,0.54,0.54,0.81,0.54,0.29,0.16",75,,
br,repolho roxo benefícios,,,,,,1900,29,0.01,0.00,0,Informational,"Related Searches, Short Videos, AI Overview, Image Pack, Video, Video Carousel","0.44,0.44,0.44,0.36,0.52,0.52,0.66,0.66,0.66,0.36,1.00,0.52",90,,
br,beneficios do cuscuz,,,,,,1600,21,0.01,0.03,0,Informational,"Image Pack, Video, Related Searches, Discussions And Forums, AI Overview","0.16,0.27,0.20,0.44,0.80,0.20,0.24,0.66,0.66,0.44,0.80,0.66",90,,
br,cevada beneficios,,,,,,1600,27,0.01,0.02,0,Informational,"Image Pack, Video, Related Searches, AI Overview","0.54,0.41,0.79,0.66,1.00,0.66,0.79,0.30,0.54,0.41,0.66,0.54",75,,
br,cream cheese o que e,,,,,,1600,17,0.01,0.09,0,Informational,"AI Overview, Image Pack, Site Links, Video, Recipes, Related Searches, Short Videos","0.22,0.13,0.13,0.16,1.00,0.54,0.36,0.22,0.29,0.10,0.43,0.13",20,,
br,espinafre benefícios,,,,,,1600,29,0.01,0.04,0,Informational,"Video, Video Carousel, Related Searches, Short Videos, AI Overview, Image Pack","0.34,0.34,0.55,0.82,0.65,0.65,0.82,0.65,0.55,0.24,0.34,0.30",75,,
br,farinha de milho engorda,,,,,,1600,25,0.00,0.00,2750000,Informational,"Image, Related Searches, AI Overview, Image Pack, Video","0.66,0.54,0.54,0.54,0.54,0.66,0.66,0.79,0.66,0.41,0.79,0.66",90,,
br,frutas cítricas quais são,,,,,,1600,28,0.01,0.00,4770000,Informational,"Related Searches, Short Videos, AI Overview, Image Pack, Video, Video Carousel","0.27,0.24,0.44,0.44,0.36,0.52,0.52,0.52,0.36,0.66,0.52,0.36",90,,
br,granola o que é,,,,,,1600,22,0.07,0.45,0,Informational,"Video, Featured Snippet, Related Searches, Image Pack, Site Links","0.44,0.44,0.44,0.27,0.36,0.44,0.66,0.66,0.66,0.52,0.66,0.44",20,,
br,lista de comidas para piquenique simples,,,,,,1600,21,0.04,0.02,0,Informational,"Related Searches, AI Overview, Image Pack, Site Links, Video, Image","0.79,0.54,0.66,0.41,0.66,0.79,0.66,1.00,0.41,0.36,0.36,0.36",20,,
br,o que amido de milho,,,,,,1600,10,0.09,0.26,0,Informational,"Related Searches, Short Videos, AI Overview, Video, Video Carousel","0.24,0.44,0.24,0.52,0.13,0.80,0.66,0.52,0.52,0.27,0.52,0.27",90,,
br,o que e lombo,,,,,,1600,20,0.22,0.00,5810000,Informational,"Video, Video Carousel, Related Searches, AI Overview, Image Pack","0.54,0.54,0.66,0.79,0.79,1.00,0.79,0.79,0.79,0.41,0.66,0.66",90,,
br,o que e pomelo,,,,,,1600,30,0.01,0.00,0,Informational,"See Results About, AI Overview, Image Pack, Site Links, Video, Related Searches","1.00,0.36,1.00,0.66,1.00,0.01,0.80,0.00,0.01,0.01,0.00,0.03",20,,
br,o que e stevia,,,,,,1600,13,0.05,0.36,0,Informational,"Related Searches, See Results About, Short Videos, AI Overview, Image Pack, Video","0.29,0.43,0.29,0.29,0.10,0.36,0.54,0.43,0.22,0.22,0.29,0.43",90,,
br,o que é alcaparras,,,,,,1600,31,0.00,0.28,0,Informational,"Related Searches, Short Videos, AI Overview, Image Pack, Video, Image, Video Carousel","0.79,0.79,0.66,0.66,0.66,0.66,0.66,0.54,0.66,0.79,1.00,0.79",90,,
br,o que é óleo vegetal,,,,,,1600,15,0.05,0.11,0,Informational,"Short Videos, AI Overview, Site Links, Video, Video Carousel, Related Searches","0.54,0.54,0.54,0.79,0.79,1.00,1.00,1.00,0.79,0.79,0.79,1.00",20,,
br,o'que é toranja,,,,,,1600,30,0.00,0.00,423000,Informational,"Short Videos, AI Overview, Image Pack, Video, Related Searches","0.44,0.55,0.07,0.65,0.44,0.82,1.00,0.82,0.82,0.00,0.24,0.00",90,,
br,para que serve agua tonica,,,,,,1600,28,0.01,0.05,0,Informational,"Short Videos, AI Overview, Video, Video Carousel, Related Searches","0.54,0.43,0.36,0.36,0.36,0.36,0.43,0.29,0.13,0.16,0.13,0.13",90,,
br,parsnip,,,,,,1600,33,0.00,0.00,0,Informational,"Video, Image, Related Searches, Instant Answer, Knowledge Panel, Site Links","0.82,0.55,0.34,0.55,1.00,0.34,0.44,0.34,0.44,0.82,0.65,0.44",20,,
br,pimenta caiena benefícios,,,,,,1600,28,0.13,0.17,0,Informational,"Video Carousel, Related Searches, Short Videos, AI Overview, Site Links, Video","0.79,0.66,0.79,0.66,0.66,0.79,0.66,0.41,0.41,0.30,0.36,0.24",20,,
br,pistache benefícios,,,,,,1600,23,0.01,0.15,4640000,Informational,"Short Videos, AI Overview, Image Pack, Video, Video Carousel, People Also Ask, Related Searches","0.80,0.80,0.27,0.36,0.36,0.36,0.36,0.36,0.36,0.27,0.27,0.36",75,,
br,quais alimentos tem magnesio,,,,,,1600,17,0.01,0.21,0,Informational,"Site Links, Video, Video Carousel, Related Searches, Short Videos, AI Overview, Image Pack","0.36,0.27,0.36,0.27,0.27,0.44,0.52,0.52,1.00,0.52,0.80,0.66",20,,
br,toranja o que é,,,,,,1600,32,0.00,0.00,1070000,Informational,"Image Pack, Video, Video Carousel, People Also Ask, Related Searches, Short Videos, AI Overview","0.84,0.84,1.00,0.84,0.84,1.00,0.84,0.84,0.84,0.84,0.68,0.46",90,,
br,50 alimentos que saciam e não engordam,,,,,,1300,11,0.08,0.09,3240,Informational,"Site Links, Video, Image, Related Searches, AI Overview, Image Pack","0.54,0.41,0.41,0.36,0.41,0.41,0.41,0.41,0.36,0.24,0.36,0.24",20,,
br,alcaparras o que é,,,,,,1300,29,0.00,0.40,0,Informational,"Short Videos, AI Overview, Image Pack, Video, Image, Video Carousel, Related Searches","0.41,0.54,0.54,0.54,0.41,0.66,0.54,0.66,0.66,1.00,0.79,0.66",90,,
br,alimentos com magnésio,,,,,,1300,15,0.01,0.23,0,Informational,"Related Searches, Short Videos, AI Overview, Image Pack, Video, Video Carousel","0.36,0.22,0.29,0.36,0.36,0.29,0.36,0.29,0.65,0.29,0.29,0.81",90,,
br,alimentos que não contém glúten,,,,,,1300,13,0.03,0.21,143,Informational,"Video, Related Searches, AI Overview, Image Pack","0.79,0.66,0.36,0.41,0.41,0.54,0.41,0.54,0.24,0.36,0.54,0.54",90,,
br,alimentos que não tem carboidratos,,,,,,1300,28,0.02,0.13,0,Informational,"Image Pack, Video, Related Searches, AI Overview","0.68,0.68,0.68,0.46,0.52,0.68,0.52,0.68,0.68,0.31,0.68,0.37",90,,
br,beneficios couve flor,,,,,,1300,21,0.01,0.02,0,Informational,"AI Overview, Image Pack, Video, Image, Video Carousel, Related Searches","0.22,0.22,0.16,0.54,0.54,1.00,0.20,0.16,0.10,0.05,0.07,0.04",90,,
br,beneficios da batata,,,,,,1300,31,0.00,0.00,0,Informational,"Image Pack, Video, Related Searches, AI Overview","0.36,0.44,0.52,0.16,0.44,0.44,0.24,0.36,0.13,0.10,0.24,0.16",90,,
br,beneficios da cebola roxa,,,,,,1300,20,0.01,0.04,0,Informational,"Short Videos, AI Overview, Image Pack, Video, Related Searches","0.20,0.34,0.20,0.30,0.82,0.55,0.65,0.65,0.55,0.44,0.65,0.30",90,,
br,beneficios da cevada,,,,,,1300,25,0.01,0.02,173000,Informational,"AI Overview, Video, Image, People Also Ask, Related Searches","0.52,0.68,0.84,0.84,1.00,0.84,0.68,0.25,0.31,0.25,0.84,0.20",90,,
br,beneficios do milho,,,,,,1300,25,0.01,0.03,15600000,Informational,"Short Videos, AI Overview, Image Pack, Video, Video Carousel, Related Searches","0.44,0.44,0.44,0.52,0.44,0.36,0.24,0.20,0.20,0.20,0.44,0.36",90,,
br,beneficios do repolho roxo,,,,,,1300,16,0.01,0.00,0,Informational,"Related Searches, Short Videos, AI Overview, Image Pack, Video, Image, Video Carousel","0.36,0.36,0.36,0.10,0.66,0.36,0.52,0.52,0.36,0.27,0.66,0.44",90,,
br,benefícios aveia em flocos,,,,,,1300,23,0.01,0.12,0,Informational,"Video, Related Searches, AI Overview, Image Pack","1.00,0.54,0.24,0.41,0.16,0.54,0.66,0.79,0.54,0.66,0.54,1.00",90,,
br,benefícios da cevada,,,,,,1300,22,0.01,0.02,0,Informational,"Short Videos, AI Overview, Video, Video Carousel, Related Searches","0.68,0.68,1.00,0.84,1.00,1.00,0.46,0.46,0.52,0.37,0.68,0.68",90,,
br,benefícios da cevadinha,,,,,,1300,27,0.01,0.02,1800000,Informational,"Image, Video Carousel, Related Searches, Short Videos, AI Overview, Video","0.79,1.00,1.00,0.66,1.00,0.54,0.04,0.08,0.02,0.05,0.66,0.00",90,,
br,benefícios do milho,,,,,,1300,21,0.01,0.03,25100000,Informational,"Related Searches, AI Overview, Image Pack, Video, Video Carousel","0.36,0.43,0.29,0.43,0.22,0.22,0.16,0.22,0.16,0.20,0.36,0.29",90,,
br,cardapio da dieta low carb,,,,,,1300,15,0.05,0.59,11800000,Informational,"Image Pack, Video, Related Searches, AI Overview","0.35,0.35,0.18,0.29,0.13,0.24,0.18,0.18,0.18,0.03,0.18,0.16",90,,
br,cardapio dieta low carb,,,,,,1300,12,0.05,0.59,0,Informational,"Image Pack, Video, Related Searches","0.36,0.29,0.54,0.16,0.16,0.36,0.29,0.29,0.13,0.08,0.29,0.22",90,,
br,cardápio da dieta do mediterrâneo,,,,,,1300,38,0.05,0.27,7100000,Informational,"Related Searches, AI Overview, Image Pack, Site Links, Video, Video Carousel, People Also Ask","0.00,0.00,0.00,0.00,0.24,0.24,0.81,1.00,0.29,0.18,0.18,0.18",20,,
br,chia tem proteina,,,,,,1300,25,0.01,0.06,0,Informational,"Related Searches, Short Videos, AI Overview, Instant Answer, Image Pack, Video, Video Carousel","0.46,0.46,0.31,0.52,0.68,0.84,0.84,0.84,0.84,0.52,1.00,1.00",20,,
br,couve flor beneficios,,,,,,1300,23,0.01,0.02,0,Informational,"Short Videos, AI Overview, Image Pack, Video, Video Carousel, Related Searches","0.30,0.30,0.44,0.55,0.65,0.82,0.65,0.44,0.34,0.11,0.24,0.16",90,,
br,espinafre é bom para quê,,,,,,1300,32,0.01,0.03,2860000,Informational,"Video, Video Carousel, Related Searches, Short Videos, AI Overview","0.16,0.16,0.20,0.20,0.20,0.27,0.52,1.00,0.52,0.20,0.24,0.24",90,,
br,o que é pernil,,,,,,1000,27,0.00,0.00,0,Informational,"Video, Video Carousel, Recipes, Related Searches, Short Videos, AI Overview, Image Pack","0.13,0.13,0.16,0.16,0.16,0.16,0.20,0.22,0.22,0.81,0.29,0.13",90,,
br,o que é rabanete,,,,,,1000,32,0.00,0.02,872000,Informational,"Short Videos, AI Overview, Image Pack, Video, Video Carousel, Related Searches","0.55,1.00,0.62,0.62,0.62,0.81,0.81,0.81,0.62,0.62,0.55,0.36",90,,
br,o'que é oleo vegetal,,,,,,1000,21,0.05,0.11,1280000,Informational,"Video, Video Carousel, Related Searches, Short Videos, AI Overview","0.54,0.54,0.10,0.79,0.54,0.79,0.08,0.08,0.10,0.08,0.08,0.08",90,,
